Tytu≥ projektu;Nazwa beneficjenta;WartoúÊ projektu;Dofinansowanie z EU;Multimedia;Dziedzina;Czy projekt jest realizowany na obszarze wiÍkszym niø jedna jednostka administracyjna?
M≥odzi aktywni na dolnoúlπskim rynku pracy;EURODORADZTWO SP”£KA Z O.O.;1468188.00;1349117.95;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie grajewskim (I);POWIAT GRAJEWSKI/POWIATOWY URZ•D PRACY W GRAJEWIE;1599500.00;1348100.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie nowodworskim (I);POWIAT NOWODWORSKI / POWIATOWY URZ•D PRACY W NOWYM DWORZE GDA—SKIM;1598023.28;1346814.02;Nie;praca i integracja spo≥eczna;Nie
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych w powiecie mogileÒskim (I);POWIAT MOGILE—SKI/POWIATOWY URZ•D PRACY W MOGILNIE;1584223.00;1346564.55;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb po 29. roku øycia pozostajπcych bez pracy w powiecie opoczyÒskim (II);POWIAT OPOCZY—SKI / POWIATOWY URZ•D PRACY W OPOCZNIE;1582536.00;1345156.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja†osÛb†m≥odych†pozostajπcych†bez†pracy†w†powiecie†krotoszyÒskim†(I) ;POWIAT KROTOSZY—SKI/POWIATOWY URZ•D PRACY W KROTOSZYNIE;1590700.00;1340641.96;Nie;praca i integracja spo≥eczna;Nie
PowrÛt na rynek pracy powiatu øagaÒskiego osÛb bezrobotnych 30+ (2);POWIAT ØAGA—SKI/POWIATOWY URZ•D PRACY W ØAGANIU;1576518.58;1340040.79;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie grÛjeckim (I);POWIAT GR”JECKI/POWIATOWY URZ•D PRACY W GR”JCU;1589300.00;1339462.04;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie pyrzyckim (II);POWIAT PYRZYCKI/POWIATOWY URZ•D PRACY W PYRZYCACH;1457659.00;1339443.00;Nie;praca i integracja spo≥eczna;Nie
Aktywni, potrzebni, kompetentni†-†kompleksowy program aktywizacji zawodowej osÛb niepe≥nosprawnych 30+ w Ma≥opolsce;STOWARZYSZENIE WIOSNA;1575726.33;1339367.38;Nie;brak;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie brodnickim (I);POWIAT BRODNICKI/POWIATOWY URZ•D PRACY W BRODNICY;1456760.00;1338593.53;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie sochaczewskim (I);POWIAT SOCHACZEWSKI/POWIATOWY URZ•D PRACY W SOCHACZEWIE;1588100.00;1338450.68;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb w wieku 30 lat i wiÍcej pozostajπcych bez pracy w powiecie nowotarskim (I).;POWIAT NOWOTARSKI/POWIATOWY URZ•D PRACY W NOWYM TARGU;1574417.94;1338255.25;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie poddÍbickim (I);POWIAT PODD BICKI / POWIATOWY URZ•D PRACY W PODD BICACH;1455900.00;1337900.00;Nie;praca i integracja spo≥eczna;Nie
£Ûdzkie bez ograniczeÒ;GDELA KRYSTYNA AKUSTICA.MED;1455442.80;1337406.39;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie bia≥ogardzkim (I);POWIAT BIA£OGARDZKI/POWIATOWY URZ•D PRACY W BIA£OGARDZIE;1455000.00;1336999.50;Nie;praca i integracja spo≥eczna;Nie
M≥odoúÊ vs wyzwania rynku pracy;WYØSZA SZKO£A FINANS”W I INFORMATYKI IM. PROF. J. CHECHLI—SKIEGO;1451872.80;1334125.92;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie augustowskim (I);POWIAT AUGUSTOWSKI/POWIATOWY URZ•D PRACY W AUGUSTOWIE;1578400.00;1330300.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb po 29. roku øycia pozostajπcych bez pracy w powiecie opoczyÒskim (I);POWIAT OPOCZY—SKI / POWIATOWY URZ•D PRACY W OPOCZNIE;1565100.00;1330300.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie myúliborskim (I);POWIAT MYåLIBORSKI/POWIATOWY URZ•D PRACY W MYåLIBORZU;1446850.00;1329510.47;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie kÍdzierzyÒsko-kozielskim (I);POWIAT K DZIERZY—SKO-KOZIELSKI/POWIATOWY URZ•D PRACY W K DZIERZYNIE-KOèLU;1576199.65;1328421.07;Nie;praca i integracja spo≥eczna;Nie
ÑDotacje na Start- kompleksowe wsparcie w zakresie zak≥adania i prowadzenia dzia≥alnoúci gospodarczejî;ZAK£AD DOSKONALENIA ZAWODOWEGO W BIA£YMSTOKU;1561619.09;1327376.22;Nie;brak;Tak
Pomoc techniczna PO WER dla WojewÛdzkiego UrzÍdu Pracy w Kielcach na 2016 rok;WOJEW”DZKI URZ•D PRACY W KIELCACH;1574514.00;1327000.39;Nie;brak;Nie
Aktywizacja zawodowa osÛb powyøej 29 roku øycia pozostajπcych bez pracy w powiecie jÍdrzejowskim (II);POWIAT J DRZEJOWSKI/ POWIATOWY URZ•D PRACY W J DRZEJOWIE;1560910.82;1326774.20;Nie;praca i integracja spo≥eczna;Nie
"""Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie goleniowskim (II)""";POWIAT GOLENIOWSKI/POWIATOWY URZ•D PRACY W GOLENIOWIE;1443103.99;1326068.59;Nie;praca i integracja spo≥eczna;Nie
Szansa na jutro;LUBELSKI OåRODEK SAMOPOMOCY;1558451.52;1324683.79;Nie;brak;Nie
Aktywizacja osÛb po 29. roku øycia pozostajπcych bez pracy w powiecie sieradzkim (II);POWIAT SIERADZKI / POWIATOWY URZ•D PRACY W SIERADZU;1558267.00;1324482.00;Nie;praca i integracja spo≥eczna;Nie
Pewna droga do pracy;POLCOM JANUSZ MARKIEWICZ;1570852.20;1323914.23;Nie;praca i integracja spo≥eczna;Nie
Kierunek - PRACA;LUBELSKA FUNDACJA ROZWOJU;1437538.65;1320954.26;Nie;praca i integracja spo≥eczna;Tak
Nasza przestrzeÒ - konsultacje spo≥eczne planÛw miejscowych na wsi i w ma≥ych miastach;FUNDACJA WSPOMAGANIA WSI;1566978.00;1320649.06;Nie;administracja;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie raciborskim (I);POWIAT RACIBORSKI/POWIATOWY URZ•D PRACY W RACIBORZU;1565800.00;1319700.00;Nie;praca i integracja spo≥eczna;Nie
.NEET Staøe: droga do zatrudnienia;KUJAWSKA SZKO£A WYØSZA WE W£OC£AWKU;1397696.64;1317888.16;Nie;wspÛ≥praca miÍdzynarodowa;Tak
Pomoc techniczna PO WER dla WojewÛdzkiego UrzÍdu Pracy w Zielonej GÛrze na rok 2016.;WOJEW”DZKI URZ•D PRACY W ZIELONEJ G”RZE;1562501.00;1316875.84;Nie;brak;Nie
Aktywizacja osÛb bezrobotnych w wieku od 30 roku øycia, bÍdπcych w szczegÛlnej sytuacji na rynku pracy w powiecie dzierøoniowskim ;POWIAT DZIERØONIOWSKI - POWIATOWY URZ•D PRACY W DZIERØONIOWIE;1547700.00;1315600.00;Nie;praca i integracja spo≥eczna;Nie
"""Aktywizacja osÛb bezrobotnych w wieku 30+ zarejestrowanych w Powiatowym UrzÍdzie Pracy w K≥obucku (II)""";POWIAT K£OBUCKI/POWIATOWY URZ•D PRACY W K£OBUCKU;1543193.60;1311714.60;Nie;brak;Nie
Pomoc techniczna PO WER dla Polskiej Agencji Rozwoju PrzedsiÍbiorczoúci na rok 2016;POLSKA AGENCJA ROZWOJU PRZEDSI BIORCZOåCI;1555000.00;1310554.00;Nie;brak;Nie
Ze szko≥y do pracy;CENTRUM DORADZTWA FINANSOWEGO URSZULA BANCERZ;1424494.27;1308967.78;Nie;praca i integracja spo≥eczna;Tak
Si≥a rozwoju!;CONSULTOR SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;1423639.20;1308182.06;Nie;praca i integracja spo≥eczna;Tak
Bielsko-Bia≥a ≥πczy ludzi;BIELSKO-BIA£A MIASTO NA PRAWACH POWIATU;1536637.73;1306142.07;Nie;brak;Nie
M£ODZI-WYKWALIFIKOWANI-ZAKTYWIZOWANI;EURODORADZTWO SP. Z O.O.;1420653.12;1305438.15;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie staszowskim (II);POWIAT STASZOWSKI/POWIATOWY URZ•D PRACY W STASZOWIE;1419308.10;1304202.21;Nie;praca i integracja spo≥eczna;Nie
NOWE KWALIFIKACJE DLA TWOJEGO SUKCESU - program na rzecz aktywizacji zawodowej osÛb w wieku powyøej 30 lat, pozostajπcych bez pracy z terenu powiatÛw, w ktÛrych stopa bezrobocia przekracza úredniπ dla wojewÛdztwa ma≥opolskiego;KOMPASS CONSULTING BUCZKOWSKI MACIEJ;1532712.48;1302805.60;Nie;brak;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie pszczyÒskim (I);POWIAT PSZCZY—SKI/POWIATOWY URZ•D PRACY W PSZCZYNIE;1545000.00;1302200.00;Nie;praca i integracja spo≥eczna;Nie
Parasol - Program niwelujπcy skutki marginalizacji spo≥ecznej wúrÛd mieszkaÒcÛw åwiÍtoch≥owic;åWI TOCH£OWICE - MIASTO NA PRAWACH POWIATU;1531613.00;1301871.05;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie lipskim (I);POWIAT LIPSKI/POWIATOWY URZ•D PRACY W LIPSKU;1542500.00;1300019.00;Nie;praca i integracja spo≥eczna;Nie
CENTRUM WSPARCIA RODZIN - P£OCK DLA RODZINY;GMINA MIASTO P£OCK;1624658.40;1299726.72;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie kluczborskim (I);POWIAT KLUCZBORSKI/POWIATOWY URZ•D PRACY W KLUCZBORKU;1540700.00;1298501.96;Nie;praca i integracja spo≥eczna;Nie
Centrum Integracji Spo≥ecznej w Øywcu;ØYWIECKA FUNDACJA ROZWOJU;1524184.66;1295556.96;Nie;brak;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie wieruszowskim (I);POWIAT WIERUSZOWSKI / POWIATOWY URZ•D PRACY W WIERUSZOWIE;1408100.00;1293900.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb pozostajπcych bez pracy w wieku powyøej 29 roku øycia znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w powiecie wa≥eckim;POWIAT WA£ECKI/POWIATOWY URZ•D PRACY W WA£CZU;1519591.00;1291652.35;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie pruszkowskim (I);POWIAT PRUSZKOWSKI/POWIATOWY URZ•D PRACY W PRUSZKOWIE;1531500.00;1290748.20;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie wπbrzeskim (II);POWIAT W•BRZESKI/POWIATOWY URZ•D PRACY W W•BRZEèNIE;1403928.00;1290070.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie úwiebodziÒskim (II);POWIAT åWIEBODZI—SKI/POWIATOWY URZ•D PRACY W åWIEBODZINIE;1402850.00;1289078.87;Nie;praca i integracja spo≥eczna;Nie
Kompleksowy program aktywizacji zawodowej m≥odych os. niepe≥nosprawnych z kategorii NEET w woj. dolnoúlπskim;KONTRAKTOR SP. Z O.O.;1398888.60;1285438.73;Nie;praca i integracja spo≥eczna;Nie
Pomoc techniczna PO WER dla WojewÛdzkiego UrzÍdu Pracy w Opolu na rok 2016;WOJEW”DZKI URZ•D PRACY W OPOLU;1524680.00;1285000.30;Nie;brak;Nie
Kompleksowe wsparcie osÛb zwolnionych i zagroøonych zwolnieniem z pracy z obszaru Powiatu Nowosπdeckiego;POWIAT NOWOS•DECKI;1509614.40;1283172.24;Nie;brak;Nie
Aktywizacja zawodowa osÛb bezrobotnych i poszukujπcych pracy w powiecie czarnkowsko-trzcianeckim (I);POWIAT CZARNKOWSKO-TRZCIANECKI / POWIATOWY URZ•D PRACY W CZARNKOWIE;1509160.00;1282786.00;Nie;praca i integracja spo≥eczna;Nie
SZKOLENIA I STAØE SZANS• NA SUKCES ZAWODOWY - aktywna integracja zwiÍksza szanse na zatrudnienie;ZAK£AD DOSKONALENIA ZAWODOWEGO W KIELCACH;1508930.40;1282590.84;Nie;brak;Nie
Recepta na uúmiech;"STOWARZYSZENIE ""PROMOCJA PRZEDSI BIORCZOåCI""";1508120.16;1281902.13;Nie;brak;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie obornickim (I);POWIAT OBORNICKI/POWIATOWY URZ•D PRACY W OBORNIKACH;1519750.00;1280845.30;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb pozostajπcych bez pracy w wieku powyøej 29 roku øycia znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w powiecie ≥obeskim;POWIAT £OBESKI/POWIATOWY URZ•D PRACY W £OBZIE;1504800.00;1279080.00;Nie;brak;Nie
RozwÛj kompetencji zawodowych, komunikacyjnych i analitycznych studentÛw stosunkÛw miÍdzynarodowych AMW;AKADEMIA MARYNARKI WOJENNEJ IM. BOHATER”W WESTERPLATTE;1517004.00;1278530.97;Nie;nauka i edukacja;Nie
ZwiÍkszenie szans na zatrudnienie osÛb z terenu powiatu jaworskiego, ktÛre znajdujπ siÍ w szczegÛlnej sytuacji na rynku pracy.;POWIAT JAWORSKI / POWIATOWY URZ•D PRACY W JAWORZE;1503128.00;1277659.00;Nie;praca i integracja spo≥eczna;Nie
Pomoc Techniczna PO WER dla Ministerstwa Administracji i Cyfryzacji na rok 2016;MINISTERSTWO ADMINISTRACJI I CYFRYZACJI;1513500.00;1275577.80;Nie;brak;Nie
Aktywni mogπ wiÍcej;POWIAT MI DZYRZECKI / POWIATOWY URZ•D PRACY W MI DZYRZECZU;1500200.00;1275170.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w mieúcie na prawach powiatu Siemianowice ålπskie (II);MIASTO SIEMIANOWICE åL•SKIE / POWIATOWY URZ•D PRACY W SIEMIANOWICACH åL•SKICH;1508567.60;1271420.80;Nie;praca i integracja spo≥eczna;Nie
Wzrost kwalifikacji pielÍgniarek i po≥oønych w zakresie potrzeb epidemiologicznych i demograficznych kraju;PA—STWOWA WYØSZA SZKO£A ZAWODOWA IM. PROF. EDWARDA F. SZCZEPANIKA W SUWA£KACH;1506900.00;1270015.32;Nie;nauka i edukacja;Nie
Mobilni i kompetentni na europejskim rynku pracy;I£AWSKA IZBA GOSPODARCZA;1346189.28;1269321.87;Nie;wspÛ≥praca miÍdzynarodowa;Tak
WySPA KOMPETENCJI;WYØSZA SZKO£A PRZEDSI BIORCZOåCI I ADMINISTRACJI W LUBLINIE;1504970.40;1268389.05;Nie;nauka i edukacja;Nie
Aktywizacja osÛb po 29. roku øycia pozostajπcych bez pracy w powiecie wieluÒskim (I);POWIAT WIELU—SKI / POWIATOWY URZ•D PRACY W WIELUNIU;1491800.00;1268000.00;Nie;praca i integracja spo≥eczna;Nie
Innowator kariery;ECORYS POLSKA SP. Z O.O.;1379647.20;1267757.81;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja zawodowa osÛb bezrobotnych, w tym zw≥aszcza znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w powiecie g≥ubczyckim (I);POWIAT G£UBCZYCKI/POWIATOWY URZ•D PRACY W G£UBCZYCACH;1491000.00;1267350.00;Nie;praca i integracja spo≥eczna;Nie
Nowy zawÛd- COACH;PROFI BIZNES GROUP SYLWIA KARINA MAJEWSKA;1582800.00;1266240.00;Nie;nauka i edukacja;Nie
II stopieÒ specjalizacji to profesjonalizm i skutecznoúÊ pracy socjalnej;GRUPA OLSZTY—SKA SZKO£A BIZNESU S.C. BOØENA ZIOMEK I ADAM ZIOMEK;1502208.00;1266060.90;Nie;brak;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w mieúcie åwiÍtoch≥owice (I);MIASTO åWI TOCH£OWICE/POWIATOWY URZ•D PRACY W åWI TOCH£OWICACH;1501800.00;1265800.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja†osÛb†m≥odych†pozostajπcych†bez†pracy†w†powiecie†polkowickim†(I) ;POWIAT POLKOWICKI / POWIATOWY URZ•D PRACY W POLKOWICACH;1377400.00;1265700.00;Nie;praca i integracja spo≥eczna;Nie
Dzia≥ania informacyjne i promocyjne RPOWå 2014-2020;WOJEW”DZTWO åWI TOKRZYSKIE - URZ•D MARSZA£KOWSKI WOJEW”DZTWA åWI TOKRZYSKIEGO;1487000.00;1263950.00;Nie;brak;Nie
Aktywizacja osÛb pozostajπcych bez pracy w wieku powyøej 29 roku øycia znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w powiecie ko≥obrzeskim;POWIAT KO£OBRZESKI/POWIATOWY URZ•D PRACY W KO£OBRZEGU;1486760.00;1263746.00;Nie;brak;Nie
PROFESJONALNA KADRA. Kursy specjalistyczne oraz kwalifikacyjne dla pielÍgniarek i po≥oønych;WYØSZA SZKO£A EKONOMII I INNOWACJI W LUBLINIE;1497712.80;1262272.34;Nie;nauka i edukacja;Tak
Aktywizacja osÛb w wieku 30 lat i powyøej pozostajπcych bez pracy w powiecie wÍgrowskim (I);POWIAT W GROWSKI/POWIATOWY URZ•D PRACY W W GROWIE;1577775.00;1262220.00;Nie;praca i integracja spo≥eczna;Nie
WspÛ≥praca siÍ op≥aca ñ koordynacja sektora ekonomii spo≥ecznej w wojewÛdztwie úlπskim;WOJEW”DZTWO åL•SKIE;1482320.00;1259972.00;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie kamieÒskim (II);POWIAT KAMIE—SKI/POWIATOWY URZ•D PRACY W KAMIENIU POMORSKIM;1369500.00;1258433.54;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb w wieku 30 lat i wiÍcej pozostajπcych bez pracy w powiecie tatrzaÒskim (II);POWIAT TATRZA—SKI/POWIATOWY URZ•D PRACY W ZAKOPANEM;1479864.11;1257884.49;Nie;brak;Nie
"Projekt ""POMOST"" .";POWIAT WADOWICKI - POWIATOWE CENTRUM POMOCY RODZINIE W WADOWICACH;1479000.00;1257150.00;Nie;brak;Nie
Wykwalifikowani i kompetentni ñ kompleksowy program wsparcia osÛb niepracujπcych powyøej 29 roku øycia;ZAK£AD DOSKONALENIA ZAWODOWEGO W BIA£YMSTOKU;1478872.70;1257041.79;Nie;brak;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie brodnickim (II);POWIAT BRODNICKI/POWIATOWY URZ•D PRACY W BRODNICY;1367606.00;1256693.47;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie miko≥owskim (I);POWIAT MIKO£OWSKI / POWIATOWY URZ•D PRACY W MIKO£OWIE;1490100.00;1255900.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb po 29. roku øycia pozostajπcych bez pracy w powiecie be≥chatowskim (II);POWIAT BE£CHATOWSKI / POWIATOWY URZ•D PRACY W BE£CHATOWIE;1477178.00;1255612.00;Nie;praca i integracja spo≥eczna;Nie
Program START: STAø-Reintegracja-Terapia;TOWARZYSTWO PRZYJACI”£ NIEPE£NOSPRAWNYCH;1476866.14;1255336.22;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja zawodowa osÛb bezrobotnych i poszukujπcych pracy w powiecie ostrowskim (I);POWIAT OSTROWSKI / POWIATOWY URZ•D PRACY W OSTROWIE WIELKOPOLSKIM;1475443.00;1254126.55;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie kolneÒskim (II);POWIAT KOLNE—SKI/POWIATOWY URZ•D PRACY W KOLNIE;1486811.00;1253084.00;Nie;praca i integracja spo≥eczna;Nie
Poprawa dostÍpu do zatrudnienia osÛb znajdujπcych siÍ w szczegÛlnej sytuacji na rynku pracy w powiecie boles≥awieckim (II). ;POWIAT BOLES£AWIECKI/ POWIATOWY URZ•D PRACY W BOLES£AWCU;1472723.00;1251814.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb pozostajπcych bez pracy w wieku powyøej 29 roku øycia znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w powiecie bia≥ogardzkim II;POWIAT BIA£OGARDZKI/POWIATOWY URZ•D PRACY W BIA£OGARDZIE;1471780.00;1251013.00;Nie;brak;Nie
KOBIETY zdobywajπ dolnoúlπski rynek pracy;EWAL EWELINA KORCZAK-KOSZ”W;1360449.60;1250117.14;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie mrπgowskim (II);POWIAT MR•GOWSKI/POWIATOWY URZ•D PRACY W MR•GOWIE;1359661.97;1249393.38;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie wielickim (II);POWIAT WIELICKI - POWIATOWY URZ•D PRACY W WIELICZCE;1358910.98;1248703.29;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie nowotomyskim (I);POWIAT NOWOTOMYSKI/POWIATOWY URZ•D PRACY W NOWYM TOMYåLU;1480201.60;1247513.91;Nie;praca i integracja spo≥eczna;Nie
Staø dla studenta kierunku administracja KUL - start do dobrej pracy;KATOLICKI UNIWERSYTET LUBELSKI JANA PAW£A II;1478927.76;1246440.31;Nie;nauka i edukacja;Nie
Aktywizacja zawodowa osÛb bezrobotnych, w tym zw≥aszcza znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w powiecie prudnickim (II);POWIAT PRUDNICKI/POWIATOWY URZ•D PRACY W PRUDNIKU;1458201.34;1239471.13;Nie;praca i integracja spo≥eczna;Nie
POSTAW NA PRAC ;BUSINESS SCHOOL HANNA POLAK, MARCIN POLAK SP”£KA JAWNA;1348717.80;1239336.79;Nie;praca i integracja spo≥eczna;Tak
åwiÍtokrzyska Akademia Aktywnoúci Zawodowej;CENTRUM SZKOLE— I INNOWACJI GRZEGORZ MISZCZAK;1448994.72;1231645.51;Nie;praca i integracja spo≥eczna;Nie
Aktywni mogπ wiÍcej (II);POWIAT MI DZYRZECKI / POWIATOWY URZ•D PRACY W MI DZYRZECZU;1448581.21;1231294.02;Nie;praca i integracja spo≥eczna;Nie
Jeden krok od zatrudnienia;7 CUBES SP. Z O.O.;1339454.88;1230825.08;Nie;praca i integracja spo≥eczna;Nie
Pomoc techniczna PO WER dla WojewÛdzkiego UrzÍdu Pracy w Bia≥ymstoku na rok 2016;WOJEW”DZKI URZ•D PRACY W BIA£YMSTOKU;1460000.00;1230488.00;Nie;brak;Nie
Aktywizacja zawodowa osÛb bezrobotnych i poszukujπcych pracy w powiecie chodzieskim (I);POWIAT CHODZIESKI / POWIATOWY URZ•D PRACY W CHODZIEØY;1447450.00;1230332.50;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja zawodowa osÛb bezrobotnych i poszukujπcych pracy w powiecie úredzkim (I);POWIAT åREDZKI/POWIATOWY URZ•D PRACY W åRODZIE WIELKOPOLSKIEJ;1444820.00;1228097.00;Nie;praca i integracja spo≥eczna;Nie
åwiÍtokrzyskie Forum Aktywizacji;EURO-FORUM MAREK GUDK”W;1336198.80;1227833.08;Nie;praca i integracja spo≥eczna;Nie
Otwarte drzwi do zatrudnienia;CENTRUM EDUKACJI I REHABILITACJI OS”B NIEPE£NOSPRAWNYCH;1336075.68;1227719.94;Nie;praca i integracja spo≥eczna;Nie
Europejski staø - Twoja inwestycja w przysz≥oúÊ;T-MATIC GRUPA COMPUTER PLUS SP. Z O.O.;1301738.90;1227409.61;Nie;wspÛ≥praca miÍdzynarodowa;Nie
Aktywizacja osÛb powyøej 29 r.ø. pozostajπcych bez pracy w przemyskim (II);MIASTO PRZEMYåL/POWIATOWY URZ•D PRACY W PRZEMYåLU;1442512.00;1226135.20;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie úwidwiÒskim (I);POWIAT åWIDWI—SKI/POWIATOWY URZ•D PRACY W åWIDWINIE;1333800.00;1225628.82;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja zawodowa osÛb bezrobotnych i poszukujπcych pracy w powiecie z≥otowskim (I);POWIAT Z£OTOWSKI/POWIATOWY URZ•D PRACY W Z£OTOWIE;1441705.01;1225449.26;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie ko≥obrzeskim (II ) ;POWIAT KO£OBRZESKI/POWIATOWY URZ•D PRACY W KO£OBRZEGU;1332212.00;1224170.00;Nie;praca i integracja spo≥eczna;Nie
Koordynacja sektora ekonomii spo≥ecznej w wojewÛdztwie podkarpackim;REGIONALNY OåRODEK POLITYKI SPO£ECZNEJ W RZESZOWIE;1440000.00;1224000.00;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie ≥ÍczyÒskim (II);POWIAT £ CZY—SKI/POWIATOWY URZ•D PRACY W £ CZNEJ;1330796.06;1222868.50;Nie;praca i integracja spo≥eczna;Nie
Staøe dla studentÛw kierunkÛw Stosunki miÍdzynarodowe, Prawo, Pedagogika Wyøszej Szko≥y Bankowej w GdaÒsku;WYØSZA SZKO£A BANKOWA W GDA—SKU;1448930.59;1221158.70;Nie;nauka i edukacja;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie rawickim (I);POWIAT RAWICKI/POWIATOWY URZ•D PRACY W RAWICZU;1448900.00;1221132.92;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb w wieku 30 lat i wiÍcej pozostajπcych bez pracy w powiecie olkuskim (I);POWIAT OLKUSKI/POWIATOWY URZ•D PRACY W OLKUSZU;1436600.00;1221110.00;Nie;brak;Nie
Aktywizacja osÛb od 30 roku øycia pozostajπcych bez pracy w powiecie suwalskim i mieúcie Suwa≥ki (I);POWIAT SUWALSKI/POWIATOWY URZ•D PRACY W SUWA£KACH;1436380.00;1220953.00;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie kamieÒskim (I);POWIAT KAMIE—SKI/POWIATOWY URZ•D PRACY W KAMIENIU POMORSKIM;1328700.00;1220942.43;Nie;praca i integracja spo≥eczna;Nie
Lubelskie bez ograniczeÒ;GDELA KRYSTYNA AKUSTICA.MED;1327317.60;1219672.14;Nie;praca i integracja spo≥eczna;Nie
Humanista - Staøysta - Menadøer! Zarzπdzanie dziedzictwem kulturowym;UNIWERSYTET MIKO£AJA KOPERNIKA W TORUNIU;1445601.74;1218353.14;Nie;nauka i edukacja;Nie
