Name des Begünstigten,Ort,Bezeichnung des Vorhabens,Beginn des Vorhabens,Ende des Vorhabens,Gewährte öffentliche Beträge in EUR
"Verein für außerbetriebliche Ausbildung
Wetzlar e.V.",Wetzlar,Ausbildung in der Migration,01.09.2009 , 29.03.2013,"304.589,00"
Verein für Bildungsinnovation e.V.,Kassel,Studien und Modelle in der Bildung,01.05.2011 , 31.12.2012,"159.520,00"
"Verein für sozialpädagogisches
Management e.V.",Hammersbach,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"27.500,00"
"Verein für sozialpädagogisches
Management e.V.",Hammersbach,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"27.500,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Ausbildung in der Migration,01.01.2008 , 31.01.2011,"136.828,00"
Verein Arbeits- und Erziehungshilfe e.V.,Frankfurt am Main,Perspektive II,01.01.2011 , 31.12.2013,"322.300,00"
Verein Arbeits- und Erziehungshilfe e.V.,Frankfurt am Main,Perspektive II,01.01.2014 , 31.12.2014,"114.200,00"
"Verein der Freunde und Förderer der
Friedrich-Ebert-Schule e.V.",Wiesbaden,Studien und Modelle in der Bildung,01.02.2009 , 28.02.2011,"170.251,00"
"Verein für außerbetriebliche Ausbildung
Wetzlar e.V.",Wetzlar,Ausbildung in der Migration,01.01.2008 , 16.03.2011,"221.246,00"
"Verein für außerbetriebliche Ausbildung
Wetzlar e.V.",Wetzlar,Ausbildung in der Migration,01.09.2008 , 29.02.2012,"342.805,00"
"Verein für außerbetriebliche Ausbildung
Wetzlar e.V.",Wetzlar,Ausbildung in der Migration,01.09.2009 , 29.03.2013,"304.589,00"
Verein für Bildungsinnovation e.V.,Kassel,Studien und Modelle in der Bildung,01.05.2011 , 31.12.2012,"159.520,00"
"Verein für sozialpädagogisches
Management e.V.",Hammersbach,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"27.500,00"
"Verein für sozialpädagogisches
Management e.V.",Hammersbach,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"27.500,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Ausbildung in der Migration,01.01.2008 , 31.01.2011,"136.828,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Ausbildung in der Migration,01.01.2008 , 31.08.2010,"171.781,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Ausbildung in der Migration,01.08.2008 , 21.03.2012,"223.481,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Quit - Qualifizierungsbeauftragte,01.07.2008 , 30.06.2010,"108.327,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Ausbildung in der Migration,01.08.2008 , 30.11.2011,"151.854,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Ausbildung in Partnerschaften,05.05.2008 , 31.01.2012,"91.078,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Ausbildung in der Migration,01.08.2008 , 31.01.2012,"148.148,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Fit für Ausbildung und Beruf (FAuB),01.08.2008 , 31.07.2009,"86.181,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Fit für Ausbildung und Beruf (FAuB),01.08.2009 , 31.07.2010,"73.903,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Quit - Qualifizierungsbeauftragte,01.03.2009 , 30.06.2010,"44.005,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Ausbildung in der Migration,01.08.2009 , 31.07.2013,"198.179,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Ausbildung in der Migration,01.01.2008 , 31.08.2010,"171.781,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Ausbildung in der Migration,01.08.2008 , 21.03.2012,"223.481,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Quit - Qualifizierungsbeauftragte,01.07.2008 , 30.06.2010,"108.327,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Ausbildung in der Migration,01.08.2008 , 30.11.2011,"151.854,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Ausbildung in Partnerschaften,05.05.2008 , 31.01.2012,"91.078,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Ausbildung in der Migration,01.08.2008 , 31.01.2012,"148.148,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Fit für Ausbildung und Beruf (FAuB),01.08.2008 , 31.07.2009,"86.181,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Fit für Ausbildung und Beruf (FAuB),01.08.2009 , 31.07.2010,"73.903,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Quit - Qualifizierungsbeauftragte,01.03.2009 , 30.06.2010,"44.005,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Ausbildung in der Migration,01.08.2009 , 31.07.2013,"198.179,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Ausbildung in Partnerschaften,18.05.2009 , 31.07.2012,"66.256,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Fit für Ausbildung und Beruf (FAuB),11.10.2010 , 15.07.2011,"119.307,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Ausbildung in Partnerschaften,01.05.2010 , 31.07.2013,"34.315,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Quit - Qualifizierungsbeauftragte,01.07.2010 , 31.12.2012,"179.057,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Quit - Qualifizierungsbeauftragte,01.07.2010 , 31.12.2012,"185.468,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Quit - Qualifizierungsbeauftragte,01.07.2010 , 31.12.2012,"175.400,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Quit - Qualifizierungsbeauftragte,01.01.2013 , 31.12.2014,"123.200,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Quit - Qualifizierungsbeauftragte,01.01.2013 , 31.12.2014,"155.600,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Quit - Qualifizierungsbeauftragte,01.01.2013 , 31.12.2014,"133.400,00"
"Verein zur beruflichen Förderung von
Frauen e.V.",Frankfurt,Ausbildung in der Migration,01.01.2008 , 31.07.2011,"479.433,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Ausbildung in Partnerschaften,18.05.2009 , 31.07.2012,"66.256,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Fit für Ausbildung und Beruf (FAuB),11.10.2010 , 15.07.2011,"119.307,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Ausbildung in Partnerschaften,01.05.2010 , 31.07.2013,"34.315,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Quit - Qualifizierungsbeauftragte,01.07.2010 , 31.12.2012,"179.057,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Quit - Qualifizierungsbeauftragte,01.07.2010 , 31.12.2012,"185.468,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Quit - Qualifizierungsbeauftragte,01.07.2010 , 31.12.2012,"175.400,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Quit - Qualifizierungsbeauftragte,01.01.2013 , 31.12.2014,"123.200,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Quit - Qualifizierungsbeauftragte,01.01.2013 , 31.12.2014,"155.600,00"
"Verein für Sozialpolitik, Bildung und
Berufsförderung e.V.",Kassel,Quit - Qualifizierungsbeauftragte,01.01.2013 , 31.12.2014,"133.400,00"
"Verein zur beruflichen Förderung von
Frauen e.V.",Frankfurt,Ausbildung in der Migration,01.01.2008 , 31.07.2011,"479.433,00"
"Verein zur beruflichen Förderung von
Frauen e.V.",Frankfurt,Verbesserung des Ausbildungsumfeldes,01.10.2008 , 30.11.2009,"105.678,00"
"Verein zur beruflichen Förderung von
Frauen e.V.",Frankfurt,Ausbildung in der Migration,24.08.2009 , 23.08.2012,"472.424,00"
"Verein zur beruflichen Förderung von
Frauen e.V.",Frankfurt,Impulse der Arbeitsmarktpolitik,01.10.2009 , 30.09.2011,"247.025,00"
"Verein zur beruflichen Förderung von
Frauen e.V.",Frankfurt,Ausbildung in der Migration,16.08.2010 , 31.07.2014,"465.400,00"
"Verein zur beruflichen Förderung von
Frauen e.V.",Frankfurt,Qualifizierung von Beschäftigten in KMU,01.06.2011 , 31.12.2013,"95.600,00"
"Verein zur beruflichen Förderung von
Frauen e.V.",Frankfurt,Verbesserung des Ausbildungsumfeldes,01.06.2011 , 31.12.2013,"110.400,00"
"Verein zur beruflichen Förderung von
Frauen e.V.",Frankfurt,Impulse der Arbeitsmarktpolitik,01.10.2011 , 31.12.2014,"442.500,00"
"Verein zur beruflichen Förderung von
Frauen e.V.",Frankfurt,Impulse der Arbeitsmarktpolitik,15.07.2011 , 14.07.2013,"147.399,00"
"Verein zur beruflichen Förderung von
Frauen e.V.",Frankfurt,Impulse der Arbeitsmarktpolitik,01.11.2013 , 31.10.2014,"67.500,00"
"Verein zur Förderung benachteiliger
Jugendlicher (EIBE) an den Beruflichen
Schulen in Korbach und Bad Arolsen",Korbach,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"36.531,00"
"Verein zur beruflichen Förderung von
Frauen e.V.",Frankfurt,Verbesserung des Ausbildungsumfeldes,01.10.2008 , 30.11.2009,"105.678,00"
"Verein zur beruflichen Förderung von
Frauen e.V.",Frankfurt,Ausbildung in der Migration,24.08.2009 , 23.08.2012,"472.424,00"
"Verein zur beruflichen Förderung von
Frauen e.V.",Frankfurt,Impulse der Arbeitsmarktpolitik,01.10.2009 , 30.09.2011,"247.025,00"
"Verein zur beruflichen Förderung von
Frauen e.V.",Frankfurt,Ausbildung in der Migration,16.08.2010 , 31.07.2014,"465.400,00"
"Verein zur beruflichen Förderung von
Frauen e.V.",Frankfurt,Qualifizierung von Beschäftigten in KMU,01.06.2011 , 31.12.2013,"95.600,00"
"Verein zur beruflichen Förderung von
Frauen e.V.",Frankfurt,Verbesserung des Ausbildungsumfeldes,01.06.2011 , 31.12.2013,"110.400,00"
"Verein zur beruflichen Förderung von
Frauen e.V.",Frankfurt,Impulse der Arbeitsmarktpolitik,01.10.2011 , 31.12.2014,"442.500,00"
"Verein zur beruflichen Förderung von
Frauen e.V.",Frankfurt,Impulse der Arbeitsmarktpolitik,15.07.2011 , 14.07.2013,"147.399,00"
"Verein zur beruflichen Förderung von
Frauen e.V.",Frankfurt,Impulse der Arbeitsmarktpolitik,01.11.2013 , 31.10.2014,"67.500,00"
"Verein zur Förderung benachteiliger
Jugendlicher (EIBE) an den Beruflichen
Schulen in Korbach und Bad Arolsen",Korbach,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"36.531,00"
"Verein zur Förderung benachteiliger
Jugendlicher (EIBE) an den Beruflichen
Schulen in Korbach und Bad Arolsen",Korbach,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"43.942,00"
"Verein zur Förderung benachteiliger
Jugendlicher (EIBE) an den Beruflichen
Schulen in Korbach und Bad Arolsen",Korbach,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"16.800,00"
"Verein zur Förderung benachteiliger
Jugendlicher (EIBE) an den Beruflichen
Schulen in Korbach und Bad Arolsen",Korbach,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"16.800,00"
"Verein zur Förderung bewegungs- und
sportorientierter  Jugendsozialarbeit e.V.",Marburg,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"39.300,00"
"Verein zur Förderung bewegungs- und
sportorientierter  Jugendsozialarbeit e.V.",Marburg,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"39.200,00"
"Verein zur Förderung bewegungs- und
sportorientierter  Jugendsozialarbeit e.V.",Marburg,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"39.200,00"
"Verein zur Förderung bewegungs- und
sportorientierter  Jugendsozialarbeit e.V.",Marburg,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"41.700,00"
"Verein zur Förderung der Beruflichen
Bildung an der Max-Eyth-Schule e.V.",Alsfeld,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"99.237,00"
"Verein zur Förderung der Beruflichen
Bildung an der Max-Eyth-Schule e.V.",Alsfeld,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"75.825,00"
"Verein zur Förderung der Beruflichen
Bildung an der Max-Eyth-Schule e.V.",Alsfeld,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"90.700,00"
"Verein zur Förderung benachteiliger
Jugendlicher (EIBE) an den Beruflichen
Schulen in Korbach und Bad Arolsen",Korbach,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"43.942,00"
"Verein zur Förderung benachteiliger
Jugendlicher (EIBE) an den Beruflichen
Schulen in Korbach und Bad Arolsen",Korbach,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"16.800,00"
"Verein zur Förderung benachteiliger
Jugendlicher (EIBE) an den Beruflichen
Schulen in Korbach und Bad Arolsen",Korbach,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"16.800,00"
"Verein zur Förderung bewegungs- und
sportorientierter  Jugendsozialarbeit e.V.",Marburg,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"39.300,00"
"Verein zur Förderung bewegungs- und
sportorientierter  Jugendsozialarbeit e.V.",Marburg,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"39.200,00"
"Verein zur Förderung bewegungs- und
sportorientierter  Jugendsozialarbeit e.V.",Marburg,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"39.200,00"
"Verein zur Förderung bewegungs- und
sportorientierter  Jugendsozialarbeit e.V.",Marburg,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"41.700,00"
"Verein zur Förderung der Beruflichen
Bildung an der Max-Eyth-Schule e.V.",Alsfeld,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"99.237,00"
"Verein zur Förderung der Beruflichen
Bildung an der Max-Eyth-Schule e.V.",Alsfeld,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"75.825,00"
"Verein zur Förderung der Beruflichen
Bildung an der Max-Eyth-Schule e.V.",Alsfeld,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"90.700,00"
"Verein zur Förderung der Beruflichen
Bildung an der Max-Eyth-Schule e.V.",Alsfeld,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"77.000,00"
"Verein zur kulturellen und kommuni- kativen
Betreuung der Schüler an der Herwig-
Blankertz-Schule Hofgeismar e.V.",Hofgeismar,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"68.338,00"
"Verein zur kulturellen und kommuni- kativen
Betreuung der Schüler an der Herwig-
Blankertz-Schule Hofgeismar e.V.",Hofgeismar,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"64.971,00"
"Verein zur Unterstützung von Schülern und
Schülerinnen der Beruflichen Schulen
Gelnhausen e.V.",Gelnhausen,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"15.899,00"
"Verein zur Unterstützung von Schülern und
Schülerinnen der Beruflichen Schulen
Gelnhausen e.V.",Gelnhausen,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"17.037,00"
V.I.A. Beschäftigungsförderung,Bad Hersfeld,Ausbildung in Partnerschaften,01.08.2008 , 31.01.2012,"206.871,00"
V.I.A. Beschäftigungsförderung,Bad Hersfeld,Ausbildung in Partnerschaften,01.08.2009 , 31.01.2013,"182.145,00"
V.I.A. Beschäftigungsförderung,Bad Hersfeld,Ausbildung in Partnerschaften,01.08.2010 , 31.01.2014,"137.180,00"
Vitos Kurhessen gGmbH,Bad Emstal,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"24.685,00"
"Verein zur Förderung der Beruflichen
Bildung an der Max-Eyth-Schule e.V.",Alsfeld,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"77.000,00"
"Verein zur kulturellen und kommuni- kativen
Betreuung der Schüler an der Herwig-
Blankertz-Schule Hofgeismar e.V.",Hofgeismar,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"68.338,00"
"Verein zur kulturellen und kommuni- kativen
Betreuung der Schüler an der Herwig-
Blankertz-Schule Hofgeismar e.V.",Hofgeismar,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"64.971,00"
"Verein zur Unterstützung von Schülern und
Schülerinnen der Beruflichen Schulen
Gelnhausen e.V.",Gelnhausen,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"15.899,00"
"Verein zur Unterstützung von Schülern und
Schülerinnen der Beruflichen Schulen
Gelnhausen e.V.",Gelnhausen,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"17.037,00"
V.I.A. Beschäftigungsförderung,Bad Hersfeld,Ausbildung in Partnerschaften,01.08.2008 , 31.01.2012,"206.871,00"
V.I.A. Beschäftigungsförderung,Bad Hersfeld,Ausbildung in Partnerschaften,01.08.2009 , 31.01.2013,"182.145,00"
V.I.A. Beschäftigungsförderung,Bad Hersfeld,Ausbildung in Partnerschaften,01.08.2010 , 31.01.2014,"137.180,00"
Vitos Kurhessen gGmbH,Bad Emstal,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"24.685,00"
Vogelsberg Consult GmbH,Alsfeld,Quit - Qualifizierungsbeauftragte,01.07.2008 , 30.06.2010,"190.684,00"
Vogelsberg Consult GmbH,Alsfeld,Studien und Modelle in der Bildung,01.10.2010 , 30.09.2014,"595.100,00"
Vogelsberg Consult GmbH,Alsfeld,Quit - Qualifizierungsbeauftragte,01.07.2010 , 31.12.2012,"191.378,09"
Vogelsberg Consult GmbH,Alsfeld,Quit - Qualifizierungsbeauftragte,01.01.2013 , 31.12.2014,"181.100,00"
Vogelsbergkreis,Lauterbach (Hessen),Arbeitsmarktbudget,01.01.2014 , 31.12.2014,"153.600,00"
Volkshochschule des Wetteraukreises,Friedberg,Perspektive II,01.10.2009 , 30.09.2010,"101.950,00"
Volkshochschule des Wetteraukreises,Friedberg,Perspektive II,01.10.2010 , 30.09.2011,"129.240,00"
Volkshochschule des Wetteraukreises,Friedberg,Perspektive II,17.10.2011 , 30.09.2012,"155.099,00"
Volkshochschule des Wetteraukreises,Friedberg,Perspektive II,01.11.2012 , 31.10.2013,"146.851,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,Ausbildung in der Migration,01.09.2008 , 31.08.2011,"155.474,00"
Vogelsberg Consult GmbH,Alsfeld,Studien und Modelle in der Bildung,01.10.2010 , 30.09.2014,"595.100,00"
Vogelsberg Consult GmbH,Alsfeld,Quit - Qualifizierungsbeauftragte,01.07.2010 , 31.12.2012,"191.378,09"
Vogelsberg Consult GmbH,Alsfeld,Quit - Qualifizierungsbeauftragte,01.01.2013 , 31.12.2014,"181.100,00"
Vogelsbergkreis,Lauterbach (Hessen),Arbeitsmarktbudget,01.01.2014 , 31.12.2014,"153.600,00"
Volkshochschule des Wetteraukreises,Friedberg,Perspektive II,01.10.2009 , 30.09.2010,"101.950,00"
Volkshochschule des Wetteraukreises,Friedberg,Perspektive II,01.10.2010 , 30.09.2011,"129.240,00"
Volkshochschule des Wetteraukreises,Friedberg,Perspektive II,17.10.2011 , 30.09.2012,"155.099,00"
Volkshochschule des Wetteraukreises,Friedberg,Perspektive II,01.11.2012 , 31.10.2013,"146.851,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,Ausbildung in der Migration,01.09.2008 , 31.08.2011,"155.474,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"119.764,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,Fit für Ausbildung und Beruf (FAuB),01.08.2008 , 31.07.2009,"97.268,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,Quit - Qualifizierungsbeauftragte,01.10.2008 , 30.06.2010,"295.109,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,Ausbildung in der Migration,01.09.2009 , 28.02.2013,"182.474,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,Fit für Ausbildung und Beruf (FAuB),01.08.2009 , 31.07.2010,"106.593,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"122.589,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,Fit für Ausbildung und Beruf (FAuB),01.09.2010 , 31.07.2011,"102.213,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"111.426,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,Quit - Qualifizierungsbeauftragte,01.07.2010 , 31.12.2012,"349.500,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"125.708,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,Fit für Ausbildung und Beruf (FAuB),01.08.2008 , 31.07.2009,"97.268,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,Quit - Qualifizierungsbeauftragte,01.10.2008 , 30.06.2010,"295.109,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,Ausbildung in der Migration,01.09.2009 , 28.02.2013,"182.474,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,Fit für Ausbildung und Beruf (FAuB),01.08.2009 , 31.07.2010,"106.593,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"122.589,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,Fit für Ausbildung und Beruf (FAuB),01.09.2010 , 31.07.2011,"102.213,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"111.426,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,Quit - Qualifizierungsbeauftragte,01.07.2010 , 31.12.2012,"349.500,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"125.708,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"12.839,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"50.682,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"136.970,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"38.173,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"144.500,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"50.854,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,Quit - Qualifizierungsbeauftragte,01.01.2013 , 31.12.2014,"294.400,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"41.500,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"13.900,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"155.900,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"50.682,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"136.970,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"38.173,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"144.500,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"50.854,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,Quit - Qualifizierungsbeauftragte,01.01.2013 , 31.12.2014,"294.400,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"41.500,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"13.900,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"155.900,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"13.100,00"
Volkshochschule Rheingau-Taunus e.V.,Taunusstein,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"26.100,00"
"Volkswagen AG Volkswagen Akademie
Kassel",Baunatal,Studien und Modelle in der Bildung,01.10.2009 , 31.08.2013,"532.300,00"
