Project_Nummer     Project_Number,Actie,Tijdvak,Naam Aanvrager                                                  Beneficiary name,Locatie project      operation postcode; or other appropriate location indicator,Land       Country,Inverventie- categorie  Name of category of intervention,Naam Project                                                           Project Name,Project samenvatting                                                                                           Project Summary,Startdatum project           Project start date,Einddatum project          Project end date,EUSF subsidie toegekend verlening   ESF approved on request Union cofinancing (max 50%),Totale subsidiabele kosten bij verlening            Total eligible expenditure on request
2014EUSF2011988,AMR,2014,Gemeente Dordrecht,Dordrecht,NL,n.v.t.,Gemeenten Drechtsteden Inclusief 1,"In de Arbeidsmarktregio Drechtsteden wordt op structurele wijze
invulling gegeven aan het verbeteren van de arbeidsparticipatie en stimuleren van de werkgelegenheid. In samenwerking tussen de gemeenten Alblasserdam, Dordrecht, Hendrik-Ido-Ambacht, Papendrecht, Sliedrecht en Zwijndrecht is in het najaar van 2010 het programma Arbeidsmarktbeleid van start gegaan. Met dit programma streven de samenwerkende gemeenten, het onderwijs en bedrijfsleven naar een vitale economie, waarin participatie op de arbeidsmarkt en werkgelegenheid essentieel zijn. Om de participatie op de arbeidsmarkt te stimuleren en de problematiek van (jeugd)werkloosheid op gerichte wijze aan te pakken heeft de Arbeidsmarktregio Drechtsteden de afgelopen jaren subsidie ontvangen uit ESF-programma?s. Zo zijn verschillende ESF actie J-projecten gericht op het terugdringen van jeugdwerkloosheid uitgevoerd. Ook aan andere doelgroepen is de afgelopen jaren aandacht besteed. De Arbeidsmarktregio Drechtsteden wil de komende jaren doorgaan op de ingeslagen weg. Hiervoor worden in de periode 2014-2016 meerdere activiteiten uitgevoerd gericht op het terugdringen van jeugdwerkloosheid en de arbeidstoeleiding van mensen met een arbeidsbeperking, werkloze 50-plussers en mensen zonder werk of uitkering. In de periode 2014-2016 is hier een bedrag
van ? 1.274.700 aan ESF-middelen voor beschikbaar. De ESF-middelen worden ingezet via diverse organisaties in de regio.
Naast de gemeenten worden ook ESF-middelen ingezet bij
verschillende Sociale Diensten, organisaties die ambulante hulpverlening bieden aan jongeren, organisaties met een
ondersteunende functie aan mensen met een (arbeids beperking en Evangelische verslavingszorg en hulpverlening. Elk van deze organisaties geeft, op basis van eigen invulling en afspraken met de centrumgemeente Dordrecht, invulling aan het uitvoeren van haar ESF-activiteiten. De centrumgemeente Dordrecht heeft als aanvrager ingestemd met dit project.",01.11.2014,31.12.2016,€ 1.274.700,€ 3.129.539
2014EUSF2011993,AMR,2014,Gemeente Doetinchem,Doetinchem,NL,n.v.t.,Begeleiding werkzoekenden op de arbeidsmarkt,"Aanleiding:
Vanaf 2015, als de Participatiewet van kracht gaat, blijven de arbeidsmarktkansen klein voor werkzoekenden met een afstand tot de arbeidsmarkt. Voor deze groep inclusief jongeren, is het vaak niet mogelijk om zonder ondersteuning op de arbeidsmarkt actief te zijn. Wanneer geen aanvullende activiteiten worden ondernomen komen of blijven deze werkzoekenden bij de gemeenten als participatie- of als werkklant. 
Door de landelijke ontwikkelingen Ã©n de recessie blijft het uitstroomperspectief van werkzoekenden onder druk te staan. Voor deze werkzoekenden is een integrale benadering en of een soepele overgang van school naar werk van groot belang. 

Activiteiten:
De voorgenomen samenwerking tussen de diversie partners uit onze arbeidsmarktregio is een eerste stap naar een integraal beleid. Met deze subsidieaanvraag zetten we in op het versterken en vernieuwen van de bestaande structuur en voorzieningen voor werkzoekenden. De activiteiten waarop wordt inzet zijn Stage- werkplekleren, Loonkostensubsidie, begeleiding naar werk en het Leerwerkbedrijf.

Doelstelling:
Door extra begeleiding bij de hierboven genoemde activiteiten krijgen werkzoekenden met een grotere afstand op de arbeidsmarkt een betere kans op werk of een vervolgopleiding. 

Beoogde resultaten:
- Met de activiteiten bevorderen we de aansluiting van leerlingen en of werkzoekenden op de arbeidsmarkt of vervolgonderwijs.
- De arbeidstoeleiding (begeleiding naar werk) van de werkzoekenden binnen de regio is integraal, toekomst- en preventiegericht
- De werkzoekenden worden beter voorbereid op de arbeidsmarkt. 
- Waar mogelijk behalen werkzoekenden een (deel)certificaat gericht op een specifiek beroep.
",01.11.2014,30.10.2016,€ 680.300,€ 1.409.850
2014EUSF2011995,AMR,2014,gemeente Nijmegen,Nijmegen,NL,n.v.t.,Werk is de uitkomst,"Per 1 januari 2015 is het nieuwe regionale Werkbedrijf het trefpunt voor werkzoekenden en werkgevers. Dit Werkbedrijf is een module van de Modulaire Gemeenschappelijke Regeling Rijk van Nijmegen ( negen gemeenten in de regio Rijk van Nijmegen). Het nieuwe werkbedrijf wordt verantwoordelijk voor de regie over de hele participatieketen en heeft drie functies: Bedrijfsdienstverlening, Kandidaatsbenadering, Verbinden

De essentie van een deel van de projecten opgenomen in deze aanvraag is dat mensen die kunnen werken, worden verbonden met de arbeidsmarkt, middels een goede screening, door hen snel aan het werk te helpen of middels een plaatsingssubsidie. Daarnaast is er een speciale focus op jongeren. Middels startersbeurzen krijgen jongeren de kans ervaring op te doen bij een werkgever. 
Resultaten:
1. Adequate screening van mensen met een afstand tot de arbeidsmarkt
2. Passende arbeidsplaatsen 
3. Jongeren aan het werk bij een passende werkgever
4. Wegwerken van een taalachterstand om arbeidsparticipatie mogelijk te maken
",01.12.2014,30.11.2016,€ 1.798.632,€ 3.597.265
2014EUSF2012,VSO,2014,gemeente Breda,Breda,NL,n.v.t.,RWB2 Toeleiding naar arbeid 2014-2015,"Het Pro/VSO bedient leerlingen aan de onderkant van de arbeidsmarkt en bereidt deze direct voor op arbeid of doorstroom naar vervolgonderwijs (niveau 1 of 2). Deze leerlingen hebben een grote afstand tot de arbeidsmarkt en een duurzame plaatsing op de arbeidsmarkt kan enkel na een intensief traject en na plaatsing is vaak begeleiding noodzakelijk. Binnen de visie van het rPA betekent dit dat deze vormen van onderwijs zich nadrukkelijk in hun aanbod richten op de regionale arbeidsmarkt en leerlingen middels stages, branche-trajecten, nazorg, theorie in dienst van de praktijk enz. voorbereiden op deze arbeidsmarkt. De school zal dan ook functioneren binnen het genoemde netwerk van de 3 Os om mee uitvoering te geven aan de meerjarenvisie en de ambities van de regio West-Brabant.

",01.10.2014,30.09.2016,€ 1.024.793,€ 3.003.935
2014EUSF20120,VSO,2014,Gemeente Rotterdam,Rotterdam,NL,n.v.t.,Arbeidstoeleiding PrO-vso RIJNMOND,"Het Nederlandse kabinet zet ESF 2014-2020 in om actieve inclusie te bevorderen van (ex-)leerlingen PrO/vso. CoÃ¶rdinerende gemeente Rotterdam wil faciliteren dat PrO/vso in arbeidsmarktregio Rijnmond i/d schooljaren 2014-2015 en 2015-2016 extra ESF-middelen kan investeren i/d arbeidstoeleiding en duurzame arbeidsinpassing/arbeidsintegratie van > 5.000 (ex-)leerlingen vanaf 15 jaar. Deze jongeren zijn kwetsbaar o/d arbeidsmarkt en hebben voor het verkrijgen/behouden van een baan extra aandacht en hulp nodig. Hoewel PrO/vso de afgelopen jaren heeft geÃ¯nvesteerd i/d kwaliteitsverbetering v/d arbeidstoeleiding, is de ESF-subsidie juist nu zeer gewenst om de (ex-)leerlingen adequate, passende professionele ondersteuning/begeleiding te bieden. In weerwil v/d arbeidsmarktrealiteit en de mbo-entreeopleidingseisen, zetten de scholen alles op alles om tegen de verwachte trend in de relatief hoge uitstroompercentages naar een (leerwerk)baan te handhaven.  De ESF-middelen kunnen worden aangewend om de aansluiting met de regionale arbeidsmarkt -blijvend- te verbeteren. Arbeidstoeleiding wordt vormgegeven door een intensieve samenwerking v/d scholen met ketenpartners tijdens de transitiefase, d.w.z. de  laatste 2 schooljaren t/m 2 jaren nazorg erna. De arbeidsvoorbereidende inzet i/d laatste fase v/h onderwijs bevordert een goede startpositie, waardoor een succesvolle entree op de arbeidsmarkt kan worden gemaakt (arbeidinpassing).  De loopbaan v/d individuele leerling is leidend en bepaalt de gewenste ondersteuning tijdens de transitie.  Monitoring ervan kan geschieden door koppeling van het Individueel Transitieplan (ITP) aan het individueel ontwikkelingsplan (IOP). PrO/vso sluit hiermee aan op de AANPAK JEUGDWERKLOOSHEID: JONGEREN CENTRAAL, waarin staat dat extra inspanningen nodig zijn om PrO-/vso-jongeren naar duurzame arbeid te begeleiden, te voorkomen dat de jongeren ?tussen de wal en het schip vallen? en/of uitvallen op school of bij de werkgever. ",01.09.2014,31.08.2016,€ 5.167.800,€ 12.189.558
2014EUSF2012000,AMR,2014,gemeente Goes,Goes,NL,n.v.t.,Aan de slag in Zeeland 14-16,"De samenwerking tussen gemeenten in de Arbeidsmarktregio Zeeland heeft in de afgelopen jaren vorm gekregen. Er is een stap gezet van incidentele overleggen en samenwerking naar een situatie waarin kennis en ervaring worden gedeeld en samenwerking wordt gezocht wanneer deze bijdraagt aan het oplossen van een bepaalde problematiek. Samenwerking wordt echter wel steeds op functionaliteit beoordeeld. Er blijft voor gemeenten ruimte voor maatwerk binnen de samen vastgestelde kaders. De Arbeidsmarktregio Zeeland kent drie subregios: Oosterschelde, Walcheren en Zeeuws-Vlaanderen. Mede bepaald door geografische en demografische omstandigheden heeft elke subregio de ruimte om eigen keuzes te maken. 

Dit ESF-project heeft vorm gekregen via de inmiddels geÃ¯nstitutionaliseerde structuur van de Arbeidsmarktregio Zeeland. De operationele uitwerking heeft plaatsgevonden in de Werkgroep Arbeidsmarktregio Zeeland; de Stuurgroep Arbeidsmarktregio Zeeland heeft ingestemd met het ESF-projectplan. Verder heeft afstemming plaatsgevonden via het wethoudersoverleg Sociale Zaken van de Vereniging Zeeuwse Gemeenten en het provinciale 3O-overleg dat periodiek in de Arbeidsmarktregio Zeeland wordt gevoerd. Door deze werkwijze is een reÃ«el beeld van de ESF-mogelijkheden en een breed draagvlak voor het projectplan gecreÃ«erd. 

Inhoudelijk kiest de Arbeidsmarktregio Zeeland voor een pragmatische aanpak. Bij het vormgeven van het projectplan is gekeken naar activiteiten en instrumenten die effect sorteren, arbeidsmarktrelevant zijn en waarvoor het haalbaar en rendabel is een ESF-administratie te voeren. Dit ESF-project biedt derhalve geen uitputtend overzicht van de inspanningen die de Arbeidsmarktregio Zeeland verricht voor cliÃ«nten die tot de ESF-doelgroepen behoren, maar bevat slechts het deel van de inspanningen waarvoor voldaan kan worden aan de administratieve voorschriften van de ESF-regeling. 

ZIE WEGENS RUIMTEGEBREK VERVOLG BIJ PROJECTACTIVITEITEN",31.10.2014,31.12.2016,€ 1.309.700,€ 6.383.132
2014EUSF2012003,VSO,2014,Gemeente Heerlen,Heerlen,NL,n.v.t.,ESF Zuid-Limburg VSO-PrO 2014-2016,"In het najaar van 2014 heeft de gemeente Heerlen als centrumgemeente van de arbeidsmarktregio Zuid-Limburg ESF-subsidie aangevraagd om VSO- en PrO-scholen extra te laten investeren in de arbeidstoeleiding van leerlingen. Het ESF-project is tot stand gekomen onder supervisie van het Regionaal Arbeidsmarkt Netwerk(RAN), in overleg met de samenwerkingsverbanden Passend Onderwijs en de VSO- en PrO-scholen in de arbeidsmarktregio.  
RAN fungeert als centraal coÃ¶rdinatiepunt, de uitvoering van het ESF-project vindt plaats binnen de deelnemende VSO- en PrO-scholen

Het project is ingedeeld in drie clusters van activiteiten (subprojecten): clusters Heuvelland/Maastricht, Parkstad en Westelijke Mijnstreek. Binnen elk van deze clusters zijn de activiteiten van de in de betreffende subregio?s gevestigde scholen opgenomen. Overheadkosten worden wel gerealiseerd, maar kunnen niet worden gedeclareerd vanwege het maximum van drie clusters in een ESF-project voor VSO/PrO. (De arbeidsmarktregio Zuid-Limburg verzoekt de regeling op dit punt aan te passen, zodat meer flexibiliteit in de aanvraag kan ontstaan).

Het ESF-project is gestart op 1 januari 2015, vrijwel alle scholen voeren vanaf dat moment een ESF-administratie. 

Na indiening van deze jaarrapportage zal een herziene aanvraag worden opgesteld om een aantal wijzigingen door te voeren. De belangrijkste wijziging is dat het aantal subprojecten binnen de clusters per school aan te duiden. Deze aanpassing is mogelijk nu duidelijk is dat er meer dan tien subprojecten per cluster kunnen worden gebruikt (het aanvraagformulier (bijlage activiteiten) bood slechts ruimte aan maximaal 10 subprojecten per cluster).
Deze volgorde der dingen is afgestemd met de accounthouder van het Agentschap SZW.
",01.01.2015,31.12.2016,€ 1.721.100,€ 4.913.737
2014EUSF2012005,AMR,2014,Gemeente Heerlen,Heerlen,NL,n.v.t.,ESF Zuid-Limburg gemeenten 2014-2016,"In het najaar van 2014 heeft de gemeente Heerlen, als centrumgemeente van de arbeidsmarktregio Zuid-Limburg, ESF-subsidie aangevraagd ter financiering van re-integratieactiviteiten die worden uitgevoerd door de Zuid-Limburgse gemeenten. Het ESF-project is tot stand gekomen via de structuur van het Regionaal Arbeidsmarkt Netwerk(RAN). 
RAN fungeert als centraal coÃ¶rdinatiepunt, de uitvoering van het ESF-project vindt grotendeels plaats binnen drie te onderscheiden subregio?s: 1. Heuvelland/Maastricht, 2. Parkstad en 3. Westelijke Mijnstreek. Daarmee wordt recht gedaan aan de autonomie van gemeenten bij het invullen van hun re-integratietaken.

Het project bestaat uit vijf clusters van activiteiten. Naast de drie subregionale clusters Heuvelland/Maastricht, Parkstad en Westelijke Mijnstreek zijn de overheadactiviteiten in Ã©Ã©n cluster samengevoegd. Het vijfde cluster bevat de activiteiten Startersbeurs, een activiteit die subregio-overstijgend wordt uitgevoerd (RAN). 

Het ESF-project is gestart op 1 januari 2015, voor een deel van de activiteiten (subprojecten) is vanaf dat moment de ESF-administratie gevoerd. Dit geldt echter niet voor het merendeel van de subprojecten dat zich op jongeren richt. Subprojecten die gericht zijn op jongeren, vormden tot november 2015 onderdeel van het ESF-J project van de arbeidsmarktregio Zuid-Limburg. (Relevant hierbij is te vermelden dat de looptijd van het ESF-J project in het voorjaar van 2015 ambtshalve is verlengd. Die verlenging heeft tot gevolg dat kosten pas vanaf november binnen dit project worden gedeclareerd. Bij het opstellen van de projectbegroting (in oktober 2014) werd nog uitgegaan van een start van het declareren van kosten voor deze activiteiten in juli 2015. De verlenging van het ESF-J project heeft derhalve gevolgen voor de realisatie van dit ESF-project.

Na indiening van deze jaarrapportage zal een herziene aanvraag worden opgesteld om een aantal wijzigingen door te voeren. Deze volgorde der dingen is afgestemd met de accounthouder van het Agentschap SZW.",01.01.2015,31.03.2017,€ 4.015.900,€ 13.744.013
2014EUSF2012011,AMR,2014,Gemeente Alkmaar,Alkmaar,NL,n.v.t.,Actieve Inclusie Noord Holland Noord,"Het project Actieve Inclusie Noord Holland Noord is gebaseerd op het programma Inclusieve Arbeidsmarkt van het Regionaal Platform Arbeidsmarkt (RPA) Noord Holland Noord. Dit programma beoogt een duurzaam regionaal arbeidsmarktbeleid te ontwikkelen. Daartoe worden succesvolle bestaande initiatieven gebundeld en transparant gemaakt en nieuwe initiatieven ontwikkeld, binnen de themas van werk naar werk, van school naar werk en van uitkering naar werk. Met behulp van het project Actieve Inclusie NHN wordt een versterkend effect bereikt voor het thema van uitkering naar werk. Want hoewel het werkloosheidspercentage in de regio Ã©Ã©n van de laagste van Nederland is, ligt de stijging van het aantal werkzoekenden in Noord Holland Noord de afgelopen jaren substantieel hoger dan het landelijk gemiddelde. 
Het binnen het RPA programma ingebedde ESF project levert een grote bijdrage aan:
- De optimale benutting van het arbeidspotentieel door het creÃ«ren van een sluitende aanpak van (kwetsbare) jongeren en medewerkers met een arbeidscapaciteit van minder dan 80% richting de arbeidsmarkt en het inzetbaar houden van (oudere) medewerkers, zowel werkend als werkzoekend; 
 - De toeleiding van zoveel mogelijk mensen met een uitkering naar werk. Het programma Inclusieve Arbeidsmarkt richt zich specifiek op de arbeidsmarktregio Noord-Holland Noord, bestaande uit de sub regios Noord-Kennemerland (regio Alkmaar), Kop van Noord-Holland en West-Friesland. Bij de uitvoering van het programma wordt zoveel mogelijk aangesloten op de huidige infrastructuur van de regio. Een belangrijk uitgangspunt van het programma is dat de vraag naar arbeid van werkgevers, zowel op de korte als lange termijn leidend is. De provincie Noord-Holland stelt jaarlijks een provinciale monitor arbeidsmarkt-onderwijs op. Bij de activiteiten van het programma Inclusieve Arbeidsmarkt wordt gebruik gemaakt van de gegevens die deze monitor oplevert. Tevens worden andere relevante (lokale en regionale) bronnen benut.",01.01.2015,31.12.2016,€ 1.596.700,€ 4.643.162
2014EUSF2012013,AMR,2014,Gemeente Zwolle,Zwolle,NL,n.v.t.,Werk mogelijk maken,"In de arbeidsmarktregio IJsselvechtstreek bundelen 12 gemeenten, werkgevers, onderwijsinstellingen en het UWV hun kennis en ervaring in het Regionaal Platform Arbeidsmarktbeleid (RPA). De samenwerking heeft tot doel om te komen tot een gezonde regionale arbeidsmarkt. Wij willen dat zoveel mogelijk mensen zelf in hun levensonderhoud kunnen voorzien. Participatie, bij voorkeur via werk, zorgt voor sociale, economische en financiÃ«le zelfstandigheid. Er wordt gestreefd naar een 'inclusieve arbeidsmarkt'; een arbeidsmarkt die niemand buiten spel zet, die plaats biedt aan jongeren, ouderen, mensen met en zonder beperking. De wijze waarop we dat willen bereiken is vastgelegd in een 'Regionaal Sociaal Akkoord 2014-2017' dat op 22 januari 2014 is ondertekend. Samen investeren wij in een regionale werkgeversdienstverlening waarbij het vergroten van de betrokkenheid van werkgevers en het matchen van vraag en aanbod van arbeid centraal staat. Er zijn gezamenlijke doelstellingen geformuleerd voor o.a. de aanpak van jeugdwerkloosheid en laaggeletterdheid, een subregionale werkgeversdienstverlening en de facilitering van werkgevers. Ook met dit ESF project van de arbeidsmarktregio IJsselvechtstreek wordt vervolg gegeven aan de regionale afspraken die zijn gemaakt. In dit project staan twee doelstellingen centraal: de bestrijding van jeugdwerkloosheid en het vergroten van de mogelijkheden tot duurzame arbeidsinpassing. De doelstellingen worden nagestreefd door het uitvoeren van re-integratieactiviteiten die gericht zijn op het ondersteunen van een brede doelgroep naar werk. Het betreft: niet-uitkeringsontvangers, jongeren tot 28 jaar, 55+ers en mensen die langer dan 6 maanden een uitkering hebben ontvangen. Bij de uitvoering van de activiteiten staat centraal dat het regionale beleid en daarmee de uitgangspositie van de doelgroep naar de arbeidsmarkt wordt versterkt. De activiteiten worden uitgevoerd door de 12 gemeenten waarbij het intensief ondersteunen van de cliÃ«nt (maatwerk) en het samenwerken met werkgevers centraal staat.",01.01.2015,31.03.2017,€ 1.422.050,€ 2.844.100
2014EUSF20121,VSO,2014,Gemeente Emmen,Emmen,NL,n.v.t.,Werkzaam,"Aanleiding:
Vanaf 2015, als de Participatiewet van kracht gaat, worden de arbeidsmarktkansen aanzienlijk kleiner voor leerlingen van het praktijkonderwijs (PRO) en voortgezet speciaal onderwijs (VSO). Voor deze groep jongeren, die vanwege een handicap te kampen hebben met functiebeperkingen, is het vaak niet mogelijk om zonder ondersteuning op de arbeidsmarkt actief te zijn. Wanneer geen aanvullende activiteiten worden ondernomen komen deze jongeren bij de gemeenten als participatie- of als werkklant. 
Het PRO en VSO zijn veelal eindonderwijs en het einddoel is een zo zelfstandig mogelijke plaats in de maatschappij. Door de landelijke ontwikkelingen Ã©n de recessie komt het uitstroomperspectief van deze leerlingen richting het mbo, beschermde en reguliere arbeid onder druk te staan. Voor deze jongeren is een integrale benadering en een soepele overgang van school naar werk van groot belang. 

Activiteiten:
De voorgenomen samenwerking tussen de PRO en VSO scholen uit onze arbeidsmarktregio is een eerste stap naar een integraal beleid. Met deze subsidieaanvraag zetten we in op het versterken van de bestaande structuur en voorzieningen voor jongeren. De activiteiten waarop wordt inzet zijn Stage- werkplekleren, Branchecursus, Jobcoaching, Leerwerkbedrijf en de Avondschool.

Doelstelling:
Door extra begeleiding bij de hierboven genoemde activiteiten krijgen leerlingen met een grotere afstand op de arbeidsmarkt een betere kans op werk of een vervolgopleiding.

Beoogde resultaten:
- Met de activiteiten bevorderen we de aansluiting van PRO en VSO op de arbeidsmarkt of vervolgonderwijs
- De arbeidstoeleiding (begeleiding naar werk) van de PRO en VSO scholen binnen de regio is integraal, toekomst- en preventiegericht
- Voorkomen vroegtijdig schoolverlaten binnen PRO en VSO
- De jongeren worden beter voorbereid op de arbeidsmarktgerichte beroepskeuze
- Waar mogelijk behalen jongeren een (deel)certificaat gericht op een specifiek beroep
",03.09.2014,02.09.2016,€ 618.948,€ 1.237.896
2014EUSF20122,VSO,2014,gemeente Nijmegen,Nijmegen,NL,n.v.t.,VSO PRO,"Onderwijs bereidt jongeren voor op participatie, voor jongeren uit het VSO en het Pro is participatie niet altijd vanzelfsprekend. Veranderende regelgeving rondom Entree-onderwijs en de invoering van de Participatiewet zijn van invloed op de kansen van deze leerlingen op de arbeidsmarkt. Door het professionaliseren van arbeidstoeleiding binnen de scholen krijgt deze doelgroep een betere kans op participatie. De gezamenlijke ambitie van de VSO-scholen (verenigd in het RTC) is om voor alle jongeren met het uitstroomperspectief dagbesteding, arbeid of vervolgonderwijs een passende plek te realiseren. Omdat praktijkonderwijs eindonderwijs is, staat bij Pro arbeidstoeleiding centraal.  
Leerlingen krijgen door extra ondersteuning kansen om actief te zijn en te blijven op de arbeidsmarkt of op doorstroom naar een vervolgopleiding in het geval van VSO. 
In dit project worden de volgende activiteiten ingezet: nazorg, kernteam werk, branchecursussen, stage-werkplekken. 
Resultaten:
1. Passende stage- en/of arbeidsplaatsen 
2. Nazorg gericht op het behouden van werk en/of opleidingsplaats (in het vervolgonderwijs).
3. Deelnemers nemen deel aan branchecursussen en kunnen duidelijk maken aan werkgevers waar hun kwaliteiten voor kunnen worden ingezet. 
4. Jongeren zijn eerder en beter voorbereid op de beroepskeuze
5. Regionale arbeidsmarktkansen voor jongeren in de doelgroep zijn bekend en jongeren worden  gedurende de schoolloopbaan door de medewerkers van de school begeleid in het maken van een keuze met perspectief op arbeid.
",15.09.2014,14.08.2016,€ 770.850,€ 1.541.759
2014EUSF20123,VSO,2014,Gemeente Gorinchem,Gorinchem,NL,n.v.t.,Arbeidstoeleiding PrO-vso GORINCHEM,"Het Nederlandse kabinet zet ESF 2014-2020 in om actieve inclusie te bevorderen van (ex-)leerlingen PrO/vso. CoÃ¶rdinerende gemeente Gorinchem wil faciliteren dat PrO/vso in arbeidsmarktregio Gorinchem i/d schooljaren 2014-2015 en 2015-2016 extra ESF-middelen kan investeren i/d arbeidstoeleiding en duurzame arbeidsinpassing/arbeidsintegratie van ca. 240 (ex-)leerlingen vanaf 15 jaar. Deze jongeren zijn kwetsbaar o/d arbeidsmarkt en hebben voor het verkrijgen/behouden van een baan extra aandacht en hulp nodig. Hoewel PrO/vso de afgelopen jaren heeft geÃ¯nvesteerd i/d kwaliteitsverbetering v/d arbeidstoeleiding, is de ESF-subsidie juist nu zeer gewenst om de (ex-)leerlingen adequate, passende professionele ondersteuning/begeleiding te bieden. In weerwil v/d arbeidsmarktrealiteit en de mbo-entreeopleidingseisen, zetten de scholen alles op alles om tegen de verwachte trend in de relatief hoge uitstroompercentages naar een (leerwerk)baan te handhaven.  De ESF-middelen kunnen worden aangewend om de aansluiting met de regionale arbeidsmarkt -blijvend- te verbeteren. Arbeidstoeleiding wordt vormgegeven door een intensieve samenwerking v/d scholen met ketenpartners tijdens de transitiefase, d.w.z. de  laatste 2 schooljaren t/m 2 jaren nazorg erna. De arbeidsvoorbereidende inzet i/d laatste fase v/h onderwijs bevordert een goede startpositie, waardoor een succesvolle entree op de arbeidsmarkt kan worden gemaakt (arbeidinpassing).  De loopbaan v/d individuele leerling is leidend en bepaalt de gewenste ondersteuning tijdens de transitie.  Monitoring ervan kan geschieden door koppeling van het Individueel Transitieplan (ITP) aan het individueel ontwikkelingsplan (IOP). PrO/vso sluit hiermee aan op het Regionaal actieplan aanpak jeugdwerkloosheid Aanpak jeugdwerkloosheid Regio Alblasserwaard/Vijfheerenlanden d.d.  23 mei 2013, waarin staat dat extra inspanningen nodig zijn om te voorkomen dat jongeren aan de kant komen te staan zonder opleiding of werk. ",22.09.2014,31.07.2016,€ 121.950,€ 243.900
2014EUSF20125,AMR,2014,Gemeente Ede,Ede,NL,n.v.t.,FoodValley re-integratie en arbeidsinpassing,"Het Nederlandse kabinet zet ESF 2014-2020 in om actieve inclusie te bevorderen van mensen met afstand tot de arbeidsmarkt. CoÃ¶rdinerende gemeente Ede is door de staatssecretaris van SZW aangewezen als ESF-subsidieaanvrager voor arbeidsmarktregio FoodValley. Food Valley is vanaf medio 2012 een zelfstandige arbeidsmarktregio, gevormd door 5 Gelderse en 3 Utrechtse gemeenten met samen circa 330.000 inwoners.  De gemeente Ede heeft met de andere participerende gemeenten Wageningen,  Veenendaal, Renswoude, Rhenen en Barneveld  een ESF-partnerschapsovereenkomst gesloten, waarmee het afbakenen en vastleggen v/d verantwoordelijkheden jegens elkaar/onderling is geregeld. NB Gemeente Scherpenzeel vraagt vanuit kosten/baten-perspectief geen ESF-subsidie aan. Gemeente Nijkerk valt voor ESF onder arbeidsmarktregio Amersfoort. 
Food Valley ambieert hÃ©t agrofoodcentrum van Europa te zijn voor gezonde en duurzame voeding. Food Valley is een relatief gezonde regio, maar heeft door de economische crisis te kampen met een sterk gestegen (jeugd)werkloosheid. FoodValley heeft 10.000 geregistreerde werkzoekenden. FoodValley zal de voor 2014-2016 te verkrijgen ESF-middelen investeren in re-integratie en duurzame arbeidsinpassing. De ESF-subsidie wordt aangewend om de brede doelgroep van ESF-gerechtigde deelnemers in weerwil v/d arbeidsmarktrealiteit -stapsgewijs- toe te leiden naar arbeidsparticipatie/betaald werk: inwoners met uitkering v/h UWV en/of gemeente > 6 mnd in periode van 12 mnd voorafgaand, arbeidsbelemmerden, jongeren < 28 jaar, NUO-ers en/of 55-plussers met uitkering v/d gemeente.
In FoodValley wordt ingezet op samenwerking tussen gemeenten, Platform Onderwijs en Arbeidsmarkt FoodValley  en partners in onderwijs en bedrijfsleven(Triple helix), want een gerichte, regionale aanpak op het gebied van vraaggerichte werkgeversdienstverlening, garantiebanen en een Regionaal Werkbedrijf is noodzakelijk om het hoofd te bieden a/d arbeidsmarktvraagstukken i/d komende jaren (PvA Arbeidsmarktregio Food Valley 2012-2015, 30/11/12).
",01.10.2014,30.09.2016,€ 773.500,€ 2.320.500
