Name des Begünstigten,Bezeichnung des Vorhabens,Zusammenfassung des Vorhabens,Datum des Beginns,Datum des Endes,"Gesamtbetrag förderfähiger 
Ausgaben","Kofinanzierungssatz","PLZ 
Begünstigter",Land,Themenfeld
Grone-Bildungszentren Berlin GmbH - gemeinnützig -,"MSA, Coaching und Erprobung im Stufenprojekt","Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",01.09.2016,30.06.2017,"206.662,40 €","49,92%",10589,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Grone-Bildungszentren Berlin GmbH - gemeinnützig -,"MSA, Coaching und Erprobung im Stufenprojekt","Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",01.12.2016,30.06.2017,"88.569,60 €","49,92%",10589,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Grone-Bildungszentren Berlin GmbH -gemeinnützig-,Fit für die Ausbildung MSA (QvB MSA),"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",23.09.2016,31.07.2017,"130.323,84 €","49,92%",10717,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Gründerinnenzentrale e.V.,Gründerinnenzentrale Navigation in die Selbständigkeit,"Es werden Maßnahmen zur Beratung und Qualifizierung von gründungsinteressierten Frauen und Frauen vor und in der Gründungsphase gefördert. Die Teilnehmerinnen sollen auf die Gründungsentscheidung und -realisierung vorbereitet werden. Die Maßnahmen müssen gleichstellungs- und arbeitsmarktpolitisch zweckmäßig und auf die persönlichen und fachlichen Eignungen der Teilnehmerinnen zugeschnitten sein.

Eine Förderung erfolgt für die Vorberatung gründungsinteressierter Frauen, die Akquise von Teilnehmerinnen für frauenspezifische Existenzgründungskurse, die Kurse selbst und für speziell auf weibliche Gründungen zugeschnittene Beratungs- und Coachingmodule. Zielgruppe sind gründungsinteressierte, arbeitslose bzw. arbeitsuchende Teilnehmerinnen sowie Frauen, deren selbständige Tätigkeit sich noch nicht nachhaltig verfestigt hat.

",01.07.2016,31.12.2018,"464.344,94 €",50%,10115,DE300,"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
Gründerinnenzentrale e.V.,Gründerinnenzentrale,"Instrument 7   
Es werden Maßnahmen zur Beratung und Qualifizierung von gründungsinteressierten Frauen und Frauen vor und in der Gründungsphase gefördert. Die Teilnehmerinnen sollen auf die Gründungsentscheidung und -realisierung vorbereitet werden. Die Maßnahmen müssen gleichstellungs- und arbeitsmarktpolitisch zweckmäßig und auf die persönlichen und fachlichen Eignungen der Teilnehmerinnen zugeschnitten sein.

Eine Förderung erfolgt für die Vorberatung gründungsinteressierter Frauen, die Akquise von Teilnehmerinnen für frauenspezifische Existenzgründungskurse, die Kurse selbst und für speziell auf weibliche Gründungen zugeschnittene Beratungs- und Coachingmodule. Zielgruppe sind gründungsinteressierte, arbeitslose bzw. arbeitsuchende Teilnehmerinnen sowie Frauen, deren selbständige Tätigkeit sich noch nicht nachhaltig verfestigt hat.

",01.01.2016,30.06.2016,"92.717,36 €","46,10%",10115,DE300,"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
Handwerkskammer Berlin,Innovative Qualifizierungen für das Berliner Handwerk (IQ Handwerk 1),"Mit der Innovativen Qualifizierung sollen Beschäftigte in Berliner Handwerksbetrieben (KMU) befähigt werden, den sich wandelnden Anforderungen der technologischen Entwicklung zu entsprechen.

Die Förderung der Beschäftigten soll als berufliche Weiterbildung erfolgen, die durch die Handwerkskammer als Projektträgerin bzw. Begünstigte umgesetzt wird. Die Inhalte der Weiterbildung beziehen sich auf technische Neuerungen, deren Umsetzung und Anwendung durch die Beschäftigten maßgeblich zur Wettbewerbsfähigkeit der Berliner Handwerksbetriebe beiträgt.

",01.04.2016,31.12.2017,"429.007,71 €","15,04%",10961,DE300,"106 - Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
Handwerkskammer Berlin,Innovative Qualifizierungen für das Berliner Handwerk (IQ Handwerk 2),"Passgenaue Erhöhung des Qualifikationsniveaus von Beschäftigten und Stärkung der Innovationsfähigkeit von Unternehmen in Berlin durch Qualifizierung von Beschäftigten in technologisch innovativen Bereichen einschließlich fachspezifischen Managementwissens. 

  Die Förderung von Beschäftigten erfolgt als berufliche Weiterbildung in Form von Qualifizierungsmodulen. Die Inhalte der Module beziehen sich auf technische / technologische Neuerungen, deren Anwendung durch die Beschäftigten maßgeblich zur Wettbewerbsfähigkeit der Berliner Unternehmen beitragen. 

  Ziel ist es, zur Qualifikationsversorgung für aktuelle und kurzfristige Anforderungen aufgrund der technologischen Entwicklungen sowie der Fortschritte in der IT-Systementwicklung beizutragen. Durch Zusatzqualifikationen sollen Beschäftigte das Anwendungsspektrum ihrer vorhandenen Ausbildungsprofile für neue betriebliche Anforderungen erweitern. Die Zusatzqualifikationen führen i. d. R. zu einem anerkannten Abschluss der Handwerksordnung (HWO). 

",01.09.2016,31.12.2017,"780.683,08 €",50%,10961,DE300,"106 - Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
Helmut Ziegner Berufsbildung gGmbH,Frauenschmiede,Frauenschmiede,01.10.2016,30.09.2017,"9.836,05 €",50%,12209,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Helmut Ziegner Berufsbildung gGmbH,Kochbuch der Kulturen,Kochbuch der Kulturen,01.10.2016,30.09.2017,"9.982,61 €",50%,12209,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Hochschule für Technik und Wirtschaft Berlin,Sensibilisierung und Qualifizierung – Gründerförderung an der HTW Berlin,"Ziele:   
Durchführung von innovativen Projekten zur Sensibilisierung und Qualifizierung zur Erkennung und Unterstützung von Gründungsinteressierten, um potenziell wachstums- und beschäftigungsstärkende Gründungsvorhaben frühzeitig zu erkennen und in ihrer Entwicklung zu unterstützen. 

  Förderschwerpunkte * Akquise von Teilnehmern *  Durchführung von Qualifizierungs-, Coaching- und Beratungsmaßnahmen für Gründungsinteressierte *  Vermittlung von Methoden zur Erstellung von Ideenskizzen und ggf. Unterstützung bei der Entwicklung von Gründerideen. 

   Methoden : 

  - Beratung und Ideenentwicklung 

  - Weiterbildung im Rahmen der Start up-Sommeruniversität 

  - semesterbegleitende Workshops und Informationsveranstaltungen 

  - Weiterentwicklung des e-learning-Angebotes 

  - Innovations- bzw. Gründerscouting 

  - Zusammenführung komplementärer Gründerterteams  

",01.03.2016,28.02.2019,"607.942,39 €","49,44%",10318,DE300,"106 - Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
Hochschule für Wirtschaft und Recht Berlin,Startup Now,"Zuwendungszweck: Sensibilisierung für Existenzgründungen und Stimulierung des Unternehmensgeistes an Hochschulen

Zweckbindung: Durchführung von innovativen Projekten zur Sensibilisierung und Qualifizierung zur Erkennung und Unterstützung von Gründungsinteressierten, um potenziell wachstumsund beschäftigungsstärkende Gründungsvorhaben frühzeitig zu erkennen und in ihrer Entwicklung zu unterstützen.

",01.04.2016,31.03.2019,"1.118.674,34 €",50%,10825,DE300,"106 - Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
Hochschule für Wirtschaft und Recht Berlin,Berliner Prototypstipendium,"Gründer/innen mit einem technologiebasierten Gründungskonzept werden im Rahmen von Gründungswerkstätten unterstützt, sofern der bereits im Ansatz entwickelte Prototyp beziehungsweise das prototypenähnliche Verfahren noch einer konstruktiven Weiterentwicklung bedarf, um den Markteintritt zu realisieren.

 Den Gründer/innen wird die Nutzung technischer Labore und Räume der Hochschulen/ außeruniversitären Einrichtungen bzw. Unternehmen, die das Instrument umsetzen, zur Realisierung ihres Gründungsvorhabens ermöglicht. Ihnen werden das technische Equipment und das betriebswirtschaftliche Know-how sowie unterstützende Coaching- bzw. Qualifizierungsmodule angeboten. Fachpersonal wird die Gründer/innen in einem begleitenden Coaching mit betriebswirtschaftlichem und technischem Sachverstand unterstützen und begleiten, damit sich die Kompetenz des Gründers/der Gründerin in einem jeweils selbst organisierten Prozess im vorstehend beschriebenen Umfeld  entwickelt und erhöht.

 

",01.08.2016,31.12.2017,"853.233,19 €",50%,10825,DE300,"106 - Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
Humboldt-Universität zu Berlin,Humboldts Unternehmergeist,"Durchführung von innovativen Projekten zur Sensibilisierung und Qualifizierung zur Erkennung und Unterstützung von Gründungsinteressierten, um potenziell wachstums- und beschäftigungsstärkende Gründungsvorhaben frühzeitig zu erkennen und in ihrer Entwicklung zu unterstützen.

Förderschwerpunkte:

* Akquise von TN

* Durchführung von Qualifizierungs-, Coaching- und Beratungsmaßnahmen für Gründungsinteressierte

* Vermittlung von Methoden zur Erstellung von Ideenskizzen und ggf. Unterstützung bei der Entwicklung von Gründerideen

",01.04.2016,31.03.2019,"1.545.300,68 €",50%,10099,DE300,"106 - Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
"I.S.I. e.V. ""Initiative Selbständiger Immigrantinnen""",Qualifizierung im Bereich Existenzgründung für Immigrantinnen,"Es werden Maßnahmen zur Beratung und Qualifizierung von gründungsinteressierten Frauen und Frauen vor und in der Gründungsphase gefördert. Die Teilnehmerinnen sollen auf die Gründungsentscheidung und -realisierung vorbereitet werden. Die Maßnahmen müssen gleichstellungs- und arbeitsmarktpolitisch zweckmäßig und auf die persönlichen und fachlichen Eignungen der Teilnehmerinnen zugeschnitten sein.

Eine Förderung erfolgt für die Vorberatung gründungsinteressierter Frauen, die Akquise von Teilnehmerinnen für frauenspezifische Existenzgründungskurse, die Kurse selbst und für speziell auf weibliche Gründungen zugeschnittene Beratungs- und Coachingmodule. Zielgruppe sind gründungsinteressierte, arbeitslose bzw. arbeitsuchende Teilnehmerinnen sowie Frauen, deren selbständige Tätigkeit sich noch nicht nachhaltig verfestigt hat.

",01.07.2016,31.12.2016,"127.624,02 €",50%,10785,DE300,"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
"I.S.I. e.V. ""Initiative Selbständiger Immigrantinnen""","""Qualifizierung im Bereich Existenzgründung für Immigrantinnen""","Instrument 7   
Es werden Maßnahmen zur Beratung und Qualifizierung von gründungsinteressierten Frauen und Frauen vor und in der Gründungsphase gefördert. Die Teilnehmerinnen sollen auf die Gründungsentscheidung und -realisierung vorbereitet werden. Die Maßnahmen müssen gleichstellungs- und arbeitsmarktpolitisch zweckmäßig und auf die persönlichen und fachlichen Eignungen der Teilnehmerinnen zugeschnitten sein.

Eine Förderung erfolgt für die Vorberatung gründungsinteressierter Frauen, die Akquise von Teilnehmerinnen für frauenspezifische Existenzgründungskurse, die Kurse selbst und für speziell auf weibliche Gründungen zugeschnittene Beratungs- und Coachingmodule. Zielgruppe sind gründungsinteressierte, arbeitslose bzw. arbeitsuchende Teilnehmerinnen sowie Frauen, deren selbständige Tätigkeit sich noch nicht nachhaltig verfestigt hat.

",01.01.2016,30.06.2016,"167.109,72 €",50%,10785,DE300,"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
INHAUS GmbH,Kochassistent mit berufsbezogenem Deutschtraining,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

 

",11.05.2016,10.11.2016,"118.620,00 €","49,92%",10179,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
INHAUS GmbH,Kurs für Altenpflege / Sozialassistenz mit berufsbezogenem Deutsch,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",15.06.2016,14.12.2016,"118.620,00 €","49,92%",10179,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
INHAUS GmbH,Trainingszentrum Gastronomie / Hauswirtschaft / Pflege (Berufsvorbereitung/Berufsabschluss) mit berufsbezogenem Deutsch,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",25.05.2016,24.11.2016,"118.620,00 €","49,92%",10179,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
INHAUS GmbH,Kochassistent /-in mit berufsbezogenem Deutschtraining,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

 

",06.10.2016,05.04.2017,"118.620,00 €","49,92%",10179,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
INHAUS GmbH,Altenpflege / Sozialassistenz mit berufsbezogenem Deutsch,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",27.10.2016,26.04.2017,"118.620,00 €","49,92%",10179,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Interkulturell-Aktiv e.V.,Qualifizierung zum/zur Theaterpädagoge_in mit interkultureller Kompetenz (BuT) 3 ,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

 

",13.06.2016,17.07.2017,"257.010,00 €","49,92%",13355,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Interkulturell-Aktiv e.V.,Weiterbildung zum/zur Theaterpädagogen_in (BuT) mit interkultureller Kompetenz Schwerpunkt internationale Beziehungen ,Weiterbildung zum/zur Theaterpädagogen_in (BuT) mit interkultureller Kompetenz Schwerpunkt internationale Beziehungen ,07.11.2016,31.12.2017,"249.912,00 €","49,94%",13355,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
itw - Institut für Aus- und Weiterbildung gGmbH,PEB IN MITTE FÜR MITTE,"Gefördert wird ein Projekt im Rahmen des ESF-Instruments 13 ""PEB - Innovative Modellprojekte"". Zweck ist die modellhafte Erprobung neuer Handlungsansätze in den Bezirken. Das zu fördernde Modellvorhaben will Langzeitarbeitslose durch stark individualisierte Vermittlung nachhaltig in Beschäftigung bringen. Die Beschäftigung mit persönlichen und sozialen Gründen der Beschäftigungslosigkeit und die förderung von Arbeitssozialisation steht im Fokus. Ein weiteres wichtiges Ziel ist die Identifikation der ansässigen Wirtschagt/Organisationen mit ihrem Bezirk zu fördern, ihnen die sozial schwachen Teile des Bezirks mit dem Arbneitskräftepotenzial dort näher zu bringen, vorurteile abzubauen und für aus Mitte kommende, langzeitarbeitslose Bewerber zu sensibilisieren. Das Logo ""In MItte für Mitte"" zur Verwendung für mitmachende Unternehmen steht für das Engagement für den Bezirk durch Eingliederungsunterstützung für Langzeitarbeitslose aus Mitte.

",01.12.2016,30.11.2019,"479.477,15 €",50%,13347,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Jugendwerk Aufbau Ost JAO gGmbH,JAO gGmbH FÖJ 2015-2016,"Die Rahmenbedingungen für ein FÖJ werden durch das Gesetz zur Förderung der Jugendfreiwilligendienste vorgegeben.

Das FÖJ ist ein einjähriges Bildungs- und Beschäftigungsangebot im Umweltbereich (Projektlaufzeit: jährlich vom 01.09. bis 31.08. des Folgejahres). Es wird ganztägig als überwiegend praktische Hilfstätigkeit, die an Lernzielen orientiert ist, in geeigneten Stellen und Einrichtungen geleistet, die im Bereich des Natur- und Umweltschutzes einschließlich der Bildung zur Nachhaltigkeit tätig sind.

Ziel ist es, soziale, kulturelle und interkulturelle Kompetenzen zu vermitteln und das Verantwortungsbewusstsein für das Gemeinwohl zu stärken. Neben der kontinuierlichen individuellen Betreuung der Teilnehmenden ist die Seminararbeit ein wesentlicher Bestandteil der pädagogischen Begleitung. Die Gesamtdauer der Seminare beträgt bezogen auf einen zwölfmonatigen Freiwilligendienst mindestens 25 Tage.

Die Bundesmittel sind ausschließlich bestimmt für die pädagogische Begleitung im Freiwilligen Ökologischen Jahr im Sinne des Gesetzes zur Förderung von Jugendfreiwilligendiensten (JFDG) für den Freiwilligenjahrgang 2015/2016. Grundlage für die Beurteilung der zuwendungsfähigen Ausgaben sind die Rundschreiben des BMFSFJ zum Katalog der zuwendungsfähigen Positionen im FSJ/FÖJ sowie die Rahmenleitlinie für den ESF in Berlin der Förderperiode 2014-2020.

",01.09.2015,31.08.2016,"648.432,00 €",50%,12627,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Jugendwerk Aufbau Ost JAO gGmbH,JAO gGmbH FÖJ 2016-2017,"Die Rahmenbedingungen für ein FÖJ werden durch das Gesetz zur Förderung der Jugendfreiwilligendienste vorgegeben. Das FÖJ ist ein einjähriges Bildungs- und Beschäftigungsangebot im Umweltbereich (Projektlaufzeit: jährlich vom 01.09. bis 31.08. des Folgejahres). Es wird ganztägig als überwiegend praktische Hilfstätigkeit, die an Lernzielen orientiert ist, in geeigneten Stellen und Einrichtungen geleistet, die im Bereich des Natur- und Umweltschutzes einschließlich der Bildung zur Nachhaltigkeit tätig sind. Ziel ist es, soziale, kulturelle und interkulturelle Kompetenzen zu vermitteln und das Verantwortungsbewusstsein für das Gemeinwohl zu stärken. Neben der kontinuierlichen individuellen Betreuung der Teilnehmenden ist die Seminararbeit ein wesentlicher Bestandteil der pädagogischen Begleitung. Die Gesamtdauer der Seminare beträgt bezogen auf einen zwölfmonatigen Freiwilligendienst mindestens 25 Tage. Die Zuwendung ist zweckgebunden entsprechend dem Antrag nebst allen Anlagen und Beschreibungen einzusetzen. Die Bundesmittel sind ausschließlich bestimmt für die pädagogische Begleitung im Freiwilligen Ökologischen Jahr im Sinne des Gesetzes zur Förderung von Jugendfreiwilligendiensten (JFDG) für den Freiwilligenjahrgang 2015/2016. Grundlage für die Beurteilung der zuwendungsfähigen Ausgaben sind die Rundschreiben des BMFSFJ zum Katalog der zuwendungsfähigen Positionen im FSJ/FÖJ sowie die Rahmenleitlinie für den ESF in Berlin der Förderperiode 2014-2020. 

",01.09.2016,31.08.2017,"847.506,43 €","43,34%",12627,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
KHS Kirchhofschmiede gGmbH,Fit für Service und Verkauf - mit berufsbezogener Sprachförderung,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.     

",06.04.2016,05.10.2016,"79.080,00 €","49,92%",10997,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
KHS Kirchhofschmiede gGmbH,Fit für Service und Verkauf - mit berufsbezogener Sprachförderung,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",04.07.2016,31.12.2016,"79.080,00 €","49,92%",10997,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
KHS Kirchhofschmiede gGmbH,MSA VII: Deine Chance - Deine Zukunft,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",05.09.2016,31.07.2017,"173.976,00 €","49,92%",10997,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
KHS Kirchhofschmiede gGmbH,Fit für Pflegeberufe - mit berufsbezogener Sprachförderung,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

 

",05.09.2016,03.03.2017,"88.965,00 €","49,92%",10997,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
KHS Kirchhofschmiede gGmbH,MSA VIII: Deine Chance - Deine Zukunft,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",05.09.2016,31.07.2017,"173.976,00 €","49,92%",10997,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
KHS Kirchhofschmiede gGmbH,"""Praxis - Orientierung - Perspektive: Junge Flüchtlinge in den Beruf!""  ","""Praxis - Orientierung - Perspektive: Junge Flüchtlinge in den Beruf!""  ",17.10.2016,07.04.2017,"48.150,00 €",50%,10997,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
KHS Kirchhofschmiede gGmbH,"Training, Orientierung, Perspektive - Sprachförderung u. Berufsorientierung für junge Zuwanderer","Training, Orientierung, Perspektive - Sprachförderung u. Berufsorientierung für junge Zuwanderer",10.10.2016,07.04.2017,"48.150,00 €",50%,10997,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
KHS Kirchhofschmiede gGmbH,"Training, Orientierung, Perspektive - Sprachförderung und Berufsorientierung für junge Zuwanderer","Training, Orientierung, Perspektive - Sprachförderung und Berufsorientierung für junge Zuwanderer",01.11.2016,28.04.2017,"46.994,40 €",50%,10997,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
KHS Kirchhofschmiede gGmbH,"Praxis - Orientierung - Perspektive: Junge Flüchtlinge in den Beruf""","Praxis - Orientierung - Perspektive: Junge Flüchtlinge in den Beruf""",01.11.2016,28.04.2017,"46.994,40 €",50%,10997,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
Kiezspinne FAS e.V.,Mobilitätsführerschein Plus - Bist Du mobil?,Mobilitätsführerschein Plus - Bist Du mobil?,01.11.2016,30.08.2017,"10.000,00 €",50%,10365,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
"KOPF, HAND + FUSS gGmbH",Barrieren Bezwinger,Barrieren Bezwinger,01.10.2016,30.09.2017,"9.999,53 €",50%,10719,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
"KOPF, HAND + FUSS gGmbH",Virtueller Job-Lektor für Gehörlose,Virtueller Job-Lektor für Gehörlose,01.10.2016,30.09.2017,"9.997,84 €",50%,10719,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Kulturring in Berlin e.V.,"Berufsdeutsch und PC-Kurs, insbesondere für MigrantInnen, Schwerpunkt Büroassistenz","Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.     

",11.04.2016,18.10.2016,"56.542,20 €","49,92%",10317,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Kulturring in Berlin e.V.,"Berufsdeutsch und PC-Kurs, insbesondere für MigrantInnen, Schwerpunkt Büroassistenz","Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",22.08.2016,28.02.2017,"56.542,20 €","49,92%",10317,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Kulturring in Berlin e.V.,Eindruck - Ausdruck - Kunst,Eindruck - Ausdruck - Kunst,01.10.2016,30.09.2017,"9.782,30 €",50%,10317,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
